epoch,train_loss,valid_loss,train_norm_q,train_tokens_q,train_residual_q,train_norm_h2,train_tokens_h2,train_residual_h2,train_p_h2_present,train_norm_h3,train_tokens_h3,train_residual_h3,train_p_h3_present,train_norm_h4,train_tokens_h4,train_residual_h4,train_p_h4_present,valid_norm_q,valid_tokens_q,valid_residual_q,valid_norm_h2,valid_tokens_h2,valid_residual_h2,valid_p_h2_present,valid_norm_h3,valid_tokens_h3,valid_residual_h3,valid_p_h3_present,valid_norm_h4,valid_tokens_h4,valid_residual_h4,valid_p_h4_present,valid_rmse,valid_mae,valid_r2
10,0.39028238696711404,0.5393442630767822,6.3376946449279785,11.753273963928223,0.0,2.4723572731018066,3.6300594806671143,0.9854166507720947,0.9809523820877075,1.7390376329421997,2.0223214626312256,1.4264880418777466,0.7386904954910278,0.4487321376800537,0.3449404835700989,0.3389880955219269,0.20178571343421936,6.204197883605957,11.764286041259766,0.0,2.2484424114227295,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.8225382566452026,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4462225139141083,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8897556278043274,0.6923444271087646,0.46586997889234627
11,0.3821317843028477,0.5687638850439163,6.340007781982422,11.770237922668457,0.0,2.450258731842041,3.6285715103149414,0.9872024059295654,0.9809523820877075,1.793678641319275,1.9949405193328857,1.396726131439209,0.7407737970352173,0.42500460147857666,0.3419642746448517,0.3351190388202667,0.19821429252624512,6.204197883605957,11.764286041259766,0.0,2.572706460952759,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.7458720207214355,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.48448705673217773,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.9137001949779782,0.703904926776886,0.43673478872344584
12,0.35765054736818586,0.5331636917023431,6.339585781097412,11.759523391723633,0.0,2.593315601348877,3.6300594806671143,0.9767857193946838,0.9809523820877075,1.712432861328125,1.999404788017273,1.406845211982727,0.7386904954910278,0.42998576164245605,0.3544642925262451,0.3485119044780731,0.2023809552192688,6.204197883605957,11.764286041259766,0.0,2.645754814147949,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.7568271160125732,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.41844403743743896,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8846429061834633,0.6801548004150391,0.47199078667778394
13,0.35808264925366357,0.5394255853834606,6.332882881164551,11.755059242248535,0.0,2.601552724838257,3.630654811859131,0.9785714149475098,0.9809523820877075,1.7572139501571655,2.015178680419922,1.4229166507720947,0.7416666746139526,0.4070243537425995,0.3363095223903656,0.3306547701358795,0.19017857313156128,6.204197883605957,11.764286041259766,0.0,2.4034640789031982,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.7578073740005493,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4450519382953644,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8898226821723039,0.6821826696395874,0.46578948194083736
14,0.34311586646806624,0.5712460392997378,6.341563701629639,11.755356788635254,0.0,2.46753191947937,3.615773916244507,0.9800595045089722,0.9809523820877075,1.8797976970672607,2.0252976417541504,1.422619104385376,0.7470238208770752,0.45154938101768494,0.34434524178504944,0.3389880955219269,0.2023809552192688,6.204197883605957,11.764286041259766,0.0,2.3867368698120117,3.7047619819641113,0.9928571581840515,0.9809523820877075,2.0150322914123535,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.5034501552581787,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.9156917495613309,0.707714855670929,0.4342766412553838
15,0.33314279715220135,0.545777180081322,6.343121528625488,11.752381324768066,0.0,2.4870433807373047,3.646726131439209,0.9952380657196045,0.9809523820877075,1.9155640602111816,1.990476131439209,1.3997024297714233,0.7369047403335571,0.4475186765193939,0.35029762983322144,0.3452380895614624,0.1979166716337204,6.204197883605957,11.764286041259766,0.0,2.606973171234131,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.9388492107391357,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4650050103664398,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8950461026257254,0.6940125823020935,0.45949924817219956
16,0.3345939596494039,0.526887747787294,6.345647811889648,11.728571891784668,0.0,2.479749917984009,3.63869047164917,0.9872024059295654,0.9809523820877075,1.8136568069458008,2.0139880180358887,1.4113094806671143,0.7419642806053162,0.47882431745529175,0.3360119163990021,0.32976189255714417,0.19851189851760864,6.204197883605957,11.764286041259766,0.0,2.2879390716552734,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.9177160263061523,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4638485014438629,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.879420863069212,0.6881555318832397,0.47820606317549785
17,0.32673869714850473,0.519642466590518,6.339949607849121,11.73839282989502,0.0,2.543912172317505,3.641369104385376,0.9955357313156128,0.9809523820877075,1.8610074520111084,2.015178680419922,1.4175595045089722,0.7428571581840515,0.4413725435733795,0.34017857909202576,0.33571428060531616,0.2008928507566452,6.204197883605957,11.764286041259766,0.0,2.3592214584350586,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.900665283203125,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4277597665786743,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8733533965480373,0.6775791049003601,0.4853813221972354
18,0.3093685886689595,0.567228364944458,6.34161901473999,11.749404907226562,0.0,2.528838634490967,3.6247024536132812,0.9877976179122925,0.9809523820877075,1.8197669982910156,2.0145833492279053,1.41994047164917,0.7422618865966797,0.4548006057739258,0.3544642925262451,0.3494047522544861,0.19761905074119568,6.204197883605957,11.764286041259766,0.0,2.5602474212646484,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.8229066133499146,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.46093231439590454,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.9124659427401189,0.7025601863861084,0.43825550457960005
19,0.30688010908308483,0.5233769677934192,6.347011566162109,11.762499809265137,0.0,2.6055245399475098,3.620833396911621,0.9794642925262451,0.9809523820877075,1.862076997756958,2.019345283508301,1.4133929014205933,0.7440476417541504,0.45311272144317627,0.3440476059913635,0.3395833373069763,0.19851189851760864,6.204197883605957,11.764286041259766,0.0,2.5480828285217285,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.8915855884552002,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.46288084983825684,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8764859932815596,0.6690688133239746,0.4816829726102504
20,0.30482719114848544,0.5482909872418358,6.338380813598633,11.760714530944824,0.0,2.611069917678833,3.6321427822113037,0.9895833134651184,0.9809523820877075,1.8540894985198975,2.010714292526245,1.4077380895614624,0.7428571581840515,0.4427184462547302,0.32976189255714417,0.32351189851760864,0.19523809850215912,6.204197883605957,11.764286041259766,0.0,2.5083324909210205,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.8036692142486572,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.45501720905303955,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8971049834664397,0.6866279244422913,0.4570097255220634
21,0.30311639784347444,0.5307906604948498,6.347410202026367,11.735118865966797,0.0,2.575824737548828,3.636011838912964,0.9916666746139526,0.9809523820877075,1.8143402338027954,2.010714292526245,1.414285659790039,0.7354166507720947,0.4719752371311188,0.3455357253551483,0.3392857015132904,0.20148809254169464,6.204197883605957,11.764286041259766,0.0,2.567951202392578,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.8095258474349976,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.48245155811309814,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.882671986427968,0.6719605922698975,0.4743408858625783
22,0.2814448137368475,0.5188045075961522,6.332559108734131,11.73422622680664,0.0,2.519113779067993,3.6312499046325684,0.975595235824585,0.9809523820877075,1.83363938331604,2.009226083755493,1.4104167222976685,0.7404761910438538,0.4484829008579254,0.3467261791229248,0.34285715222358704,0.1964285671710968,6.204197883605957,11.764286041259766,0.0,2.4079670906066895,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.927737832069397,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4608697295188904,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8726489293022759,0.6636976003646851,0.48621119576309546
23,0.27303000873043426,0.5093396890731084,6.338785171508789,11.759225845336914,0.0,2.6152448654174805,3.622321367263794,0.9821428656578064,0.9809523820877075,1.9205381870269775,2.018749952316284,1.4235118627548218,0.7458333373069763,0.4385588765144348,0.3470238149166107,0.3404761850833893,0.20148809254169464,6.204197883605957,11.764286041259766,0.0,2.4557838439941406,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.8875521421432495,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4715287685394287,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8646522440890096,0.659105658531189,0.49558448238401187
24,0.27396629708153863,0.5067416298957098,6.340648651123047,11.747023582458496,0.0,2.5727767944335938,3.6199405193328857,0.9696428775787354,0.9809523820877075,1.9469735622406006,2.008035659790039,1.40625,0.7416666746139526,0.4670179784297943,0.3419642746448517,0.33720237016677856,0.19910714030265808,6.204197883605957,11.764286041259766,0.0,2.460472822189331,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.8600987195968628,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4377177059650421,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8624441999546585,0.6651554703712463,0.4981573943852543
25,0.2691111500774111,0.5586082344963437,6.343133449554443,11.734821319580078,0.0,2.63240647315979,3.6232142448425293,0.9857142567634583,0.9809523820877075,1.8705710172653198,2.0142858028411865,1.4148809909820557,0.7488095164299011,0.4240296185016632,0.3529762029647827,0.3467261791229248,0.19821429252624512,6.204197883605957,11.764286041259766,0.0,2.529252052307129,3.7047619819641113,0.9928571581840515,0.9809523820877075,2.0053648948669434,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4960675835609436,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.9055060917919542,0.6916608810424805,0.4467922504084656
26,0.2744199217075393,0.5360753309159052,6.33819055557251,11.748214721679688,0.0,2.6380746364593506,3.618154764175415,0.9848214387893677,0.9809523820877075,1.9249573945999146,2.004166603088379,1.3970237970352173,0.7437499761581421,0.43215295672416687,0.3422619104385376,0.3375000059604645,0.19702380895614624,6.204197883605957,11.764286041259766,0.0,2.74462890625,3.7047619819641113,0.9928571581840515,0.9809523820877075,2.0532872676849365,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.45517852902412415,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8870551525696747,0.6811164021492004,0.4691073093977298
27,0.26597630211285184,0.5511444148563204,6.342281818389893,11.724404335021973,0.0,2.637089252471924,3.6312499046325684,0.9851190447807312,0.9809523820877075,1.904554843902588,2.017857074737549,1.4139881134033203,0.7458333373069763,0.45343610644340515,0.34583333134651184,0.3422619104385376,0.19553571939468384,6.204197883605957,11.764286041259766,0.0,2.6074588298797607,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.8964558839797974,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4547807574272156,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8994363291217689,0.6825938820838928,0.4541839001390705
28,0.2658239740700949,0.5256299279984974,6.346095561981201,11.736905097961426,0.0,2.6649727821350098,3.630654811859131,0.9839285612106323,0.9809523820877075,1.903198480606079,2.022916555404663,1.4270833730697632,0.7434523701667786,0.46099457144737244,0.3425595164299011,0.3363095223903656,0.1979166716337204,6.204197883605957,11.764286041259766,0.0,2.6314873695373535,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.9452143907546997,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4396931827068329,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8783705032187927,0.6731081008911133,0.47945175595128375
29,0.25467300769828616,0.514753626641773,6.345176696777344,11.755952835083008,0.0,2.65628719329834,3.6285715103149414,0.9854166507720947,0.9809523820877075,2.0032951831817627,1.993749976158142,1.3949404954910278,0.7461309432983398,0.4365560710430145,0.34583333134651184,0.3407738208770752,0.20119047164916992,6.204197883605957,11.764286041259766,0.0,2.681699514389038,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.8951247930526733,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4880731999874115,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8692353957723706,0.6643285751342773,0.4902229049810455
30,0.26168235739072165,0.5247015385400682,6.345937252044678,11.768155097961426,0.0,2.715935707092285,3.619345188140869,0.9714285731315613,0.9809523820877075,1.9510550498962402,2.018749952316284,1.4193452596664429,0.7422618865966797,0.4556055963039398,0.33839285373687744,0.33273810148239136,0.19880951941013336,6.204197883605957,11.764286041259766,0.0,2.6262807846069336,3.7047619819641113,0.9928571581840515,0.9809523820877075,2.002988576889038,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4573582708835602,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8775944732824952,0.6753418445587158,0.480371146833499
31,0.2514793269691013,0.523355990364438,6.34229850769043,11.736607551574707,0.0,2.6686654090881348,3.636904716491699,0.9803571701049805,0.9809523820877075,1.975321888923645,2.027083396911621,1.4336309432983398,0.7440476417541504,0.4304638206958771,0.3333333432674408,0.3276785612106323,0.19434523582458496,6.204197883605957,11.764286041259766,0.0,2.710489273071289,3.7047619819641113,0.9928571581840515,0.9809523820877075,2.0864439010620117,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4666261672973633,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8764685160525435,0.6705133318901062,0.4817036606209305
32,0.24194221979095823,0.5326073669251942,6.340948104858398,11.743452072143555,0.0,2.6781842708587646,3.6255953311920166,0.9800595045089722,0.9809523820877075,2.019759178161621,2.0241072177886963,1.4229166507720947,0.742559552192688,0.4747619032859802,0.34910714626312256,0.34464284777641296,0.20327380299568176,6.204197883605957,11.764286041259766,0.0,2.7030386924743652,3.7047619819641113,0.9928571581840515,0.9809523820877075,2.0252108573913574,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4707404673099518,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8841812528137548,0.6670224070549011,0.47254171526551636
33,0.24332986367600304,0.518091166587103,6.346075534820557,11.765178680419922,0.0,2.742827892303467,3.625,0.9824404716491699,0.9809523820877075,1.9998292922973633,2.0104167461395264,1.4107142686843872,0.7395833134651184,0.44967323541641235,0.34613096714019775,0.34136903285980225,0.20148809254169464,6.204197883605957,11.764286041259766,0.0,2.5758986473083496,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.9144208431243896,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.48183712363243103,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.872048816650928,0.6614871621131897,0.48691762759698265
34,0.249130009327616,0.5056018579573859,6.342894554138184,11.754464149475098,0.0,2.6866707801818848,3.6407737731933594,0.9952380657196045,0.9809523820877075,1.924060344696045,1.9889880418777466,1.3875000476837158,0.7377976179122925,0.44896477460861206,0.3553571403026581,0.35059523582458496,0.20000000298023224,6.204197883605957,11.764286041259766,0.0,2.569713830947876,3.7047619819641113,0.9928571581840515,0.9809523820877075,2.061676502227783,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4635218381881714,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8614737458947169,0.6590453386306763,0.4992861655840921
35,0.24551529536644617,0.5405050073351179,6.33860969543457,11.74613094329834,0.0,2.673267364501953,3.631547689437866,0.9916666746139526,0.9809523820877075,1.9668498039245605,2.009226083755493,1.4101190567016602,0.742559552192688,0.4619176983833313,0.3494047522544861,0.34464284777641296,0.2023809552192688,6.204197883605957,11.764286041259766,0.0,2.683884382247925,3.7047619819641113,0.9928571581840515,0.9809523820877075,2.051460027694702,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.5387961864471436,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8907125329620845,0.6874354481697083,0.46472047065910627
36,0.23089753126814253,0.5094343667938596,6.343774795532227,11.743154525756836,0.0,2.695702075958252,3.641071319580078,0.9910714030265808,0.9809523820877075,1.9973936080932617,2.019345283508301,1.4113094806671143,0.7413690686225891,0.45553210377693176,0.34285715222358704,0.3375000059604645,0.19523809850215912,6.204197883605957,11.764286041259766,0.0,2.6128833293914795,3.7047619819641113,0.9928571581840515,0.9809523820877075,2.0245208740234375,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4663335084915161,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.864732618350769,0.6616924405097961,0.49549070000384343
37,0.2254984221288136,0.5301470722470965,6.350430011749268,11.752381324768066,0.0,2.7421698570251465,3.6205356121063232,0.9779762029647827,0.9809523820877075,2.027150869369507,2.012202262878418,1.4026786088943481,0.7416666746139526,0.45138072967529297,0.34732142090797424,0.34464284777641296,0.1994047611951828,6.204197883605957,11.764286041259766,0.0,2.5809895992279053,3.7047619819641113,0.9928571581840515,0.9809523820877075,1.9722230434417725,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.48131242394447327,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8821367023368032,0.6797873377799988,0.4749782432721805
38,0.2274570663060461,0.5285906485148839,6.347194671630859,11.743154525756836,0.0,2.7525062561035156,3.6285715103149414,0.9726190567016602,0.9809523820877075,2.0055105686187744,2.014880895614624,1.4127975702285767,0.7422618865966797,0.44960060715675354,0.35178571939468384,0.34732142090797424,0.20208333432674408,6.204197883605957,11.764286041259766,0.0,2.57177734375,3.7047619819641113,0.9928571581840515,0.9809523820877075,2.0153565406799316,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4488348066806793,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8808408341919973,0.6747375726699829,0.47651964713901485
39,0.2242559611797333,0.5116060177485148,6.335916519165039,11.757143020629883,0.0,2.7109177112579346,3.6199405193328857,0.9773809313774109,0.9809523820877075,2.0595390796661377,2.0250000953674316,1.4261904954910278,0.744940459728241,0.42463383078575134,0.3449404835700989,0.3404761850833893,0.19523809850215912,6.204197883605957,11.764286041259766,0.0,2.6302833557128906,3.7047619819641113,0.9928571581840515,0.9809523820877075,2.036118268966675,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.501909077167511,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.866573735139183,0.6632254719734192,0.49334007834382965
40,0.2221161778484072,0.5429718812306722,6.34668493270874,11.768155097961426,0.0,2.7221264839172363,3.6229166984558105,0.9907737970352173,0.9809523820877075,2.043795108795166,2.0017857551574707,1.4098213911056519,0.743154764175415,0.45951640605926514,0.3395833373069763,0.3330357074737549,0.19880951941013336,6.204197883605957,11.764286041259766,0.0,2.6372334957122803,3.7047619819641113,0.9928571581840515,0.9809523820877075,2.083535671234131,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.41390374302864075,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8927428512992066,0.6819661259651184,0.46227742249741743
41,0.22414698827834356,0.5338889139039176,6.334219932556152,11.751190185546875,0.0,2.8065760135650635,3.6175594329833984,0.9800595045089722,0.9809523820877075,2.0944714546203613,2.0044643878936768,1.4127975702285767,0.7476190328598022,0.4404105544090271,0.35208332538604736,0.3470238149166107,0.2008928507566452,6.204197883605957,11.764286041259766,0.0,2.617480516433716,3.7047619819641113,0.9928571581840515,0.9809523820877075,2.119262456893921,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4693506956100464,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8852443115926376,0.6874071359634399,0.47127263817434095
42,0.23374883560907272,0.5617776303064256,6.33812141418457,11.747321128845215,0.0,2.7743570804595947,3.6244046688079834,0.9851190447807312,0.9809523820877075,1.996793270111084,2.0101189613342285,1.409523844718933,0.7413690686225891,0.458141028881073,0.35773810744285583,0.35505953431129456,0.20297619700431824,6.204197883605957,11.764286041259766,0.0,2.591860771179199,3.7047619819641113,0.9928571581840515,0.9809523820877075,2.089179754257202,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.4385482668876648,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.9080712335452618,0.6948891878128052,0.4436535066080055
43,0.21994809820538475,0.5285981689180647,6.344587802886963,11.763988494873047,0.0,2.6955723762512207,3.6282737255096436,0.9824404716491699,0.9809523820877075,2.0286569595336914,2.0238094329833984,1.4276785850524902,0.7452380657196045,0.44506406784057617,0.3404761850833893,0.3345237970352173,0.19851189851760864,6.204197883605957,11.764286041259766,0.0,2.520733594894409,3.7047619819641113,0.9928571581840515,0.9809523820877075,2.1526308059692383,2.0214285850524902,1.4214285612106323,0.7595238089561462,0.510554313659668,0.3976190388202667,0.38333332538604736,0.21190476417541504,0.8808471611174249,0.680202066898346,0.4765121465095502
